City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
96,Moba,CN,33.2288,105.0179,29.84,55,95,4.36,overcast clouds
97,Walvis Bay,NA,-22.9575,14.5053,66.09,80,16,8.68,few clouds
98,Kawalu,ID,-7.3817,108.2082,88.75,52,30,2.57,scattered clouds
99,Metro,ID,-5.1131,105.3067,84.2,71,92,8.81,overcast clouds
100,Igarka,RU,67.4667,86.5833,0.3,96,100,11.61,overcast clouds
101,Chokurdakh,RU,70.6333,147.9167,-27.42,100,61,0.31,broken clouds
102,Tuktoyaktuk,CA,69.4541,-133.0374,-23.8,76,75,8.05,light snow
103,Hilo,US,19.7297,-155.09,74.93,81,100,9.22,overcast clouds
104,Pangnirtung,CA,66.1451,-65.7125,-14.55,99,100,2.95,overcast clouds
105,Puerto Ayora,EC,-0.7393,-90.3518,75.54,93,7,4.0,clear sky
106,Pevek,RU,69.7008,170.3133,-20.11,100,26,2.93,scattered clouds
107,Aurora,US,39.7294,-104.8319,17.78,75,0,3.0,clear sky
108,Klaksvik,FO,62.2266,-6.589,36.52,77,97,50.06,overcast clouds
109,Lebu,CL,-37.6167,-73.65,59.38,93,11,13.18,few clouds
110,Ancud,CL,-41.8697,-73.8203,60.22,96,32,3.83,scattered clouds
111,Nioro,GM,13.35,-15.75,73.15,22,0,3.94,clear sky
112,Hambantota,LK,6.1241,81.1185,80.94,89,20,2.3,few clouds
113,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,94,40,2.3,scattered clouds
114,Bathsheba,BB,13.2167,-59.5167,75.81,73,20,11.5,few clouds
115,Hobart,AU,-42.8794,147.3294,75.02,47,20,1.99,few clouds
116,Manggar,ID,-2.8833,108.2667,85.41,64,47,5.77,scattered clouds
117,Hauterive,FR,46.0901,3.4459,41.02,85,74,3.83,broken clouds
118,Isangel,VU,-19.55,169.2667,86.11,84,100,6.91,moderate rain
119,Deputatskiy,RU,69.3,139.9,-23.82,98,49,1.5,scattered clouds
120,Henties Bay,NA,-22.116,14.2845,65.86,88,5,6.96,clear sky
121,Kodiak,US,57.79,-152.4072,38.71,81,100,17.27,haze
122,Xichang,CN,27.8964,102.2634,44.71,85,95,3.18,overcast clouds
123,Severo-Kurilsk,RU,50.6789,156.125,30.94,88,100,10.27,light snow
124,Marovoay,MG,-16.1,46.6333,78.94,90,100,6.31,overcast clouds
125,Nacala,MZ,-14.5428,40.6728,76.8,90,96,3.71,overcast clouds
126,Eltham,NZ,-39.4292,174.3,76.69,45,43,11.1,scattered clouds
127,Kandrian,PG,-6.2167,149.55,89.11,58,75,18.28,broken clouds
128,Maralal,KE,1.0968,36.698,58.82,68,100,5.46,overcast clouds
129,Luderitz,NA,-26.6481,15.1594,68.18,70,2,15.05,clear sky
130,Alta Floresta,BR,-9.8756,-56.0861,71.06,96,53,0.76,broken clouds
131,Havoysund,NO,70.9963,24.6622,16.68,74,49,23.2,scattered clouds
132,Kurumkan,RU,54.3,110.3,-5.03,97,100,1.32,overcast clouds
133,Columbus,US,39.9612,-82.9988,25.14,90,100,1.01,mist
134,Arraial Do Cabo,BR,-22.9661,-42.0278,75.45,91,100,7.83,overcast clouds
135,Samagaltay,RU,50.6022,95.0047,-6.47,88,47,2.68,scattered clouds
136,Churapcha,RU,62.0025,132.4325,-15.65,90,100,4.59,overcast clouds
137,Provideniya,RU,64.3833,-173.3,1.99,59,6,22.08,clear sky
138,Bowen,AU,-20.0167,148.2333,82.62,77,100,1.86,overcast clouds
139,Northam,GB,51.0333,-4.2167,51.03,95,100,24.45,light rain
140,Bogovarovo,RU,58.9785,47.0246,16.99,93,100,2.19,overcast clouds
141,Port Hardy,CA,50.6996,-127.4199,46.76,93,75,13.8,broken clouds
142,Kiunga,PG,-6.1219,141.2906,95.13,42,37,4.18,scattered clouds
143,Broome,US,42.2506,-75.833,33.01,84,100,3.0,freezing rain
144,Kharp,RU,66.8014,65.8081,-1.21,99,100,1.66,overcast clouds
145,Puerto Leguizamo,CO,-0.1934,-74.7819,73.13,96,95,2.66,overcast clouds
146,Carnarvon,AU,-24.8667,113.6333,96.87,36,32,9.22,scattered clouds
147,Chernyshevskiy,RU,63.0128,112.4714,-6.38,95,93,1.19,overcast clouds
148,Fukuma,JP,33.7667,130.4667,47.28,46,45,11.81,scattered clouds
149,Ilulissat,GL,69.2167,-51.1,23.02,50,100,11.5,overcast clouds
150,Oxapampa,PE,-10.5775,-75.4017,59.45,98,100,0.89,overcast clouds
151,Fairbanks,US,64.8378,-147.7164,0.48,54,0,8.05,clear sky
152,Beringovskiy,RU,63.05,179.3167,-0.42,79,100,18.1,overcast clouds
153,Rajapalaiyam,IN,9.45,77.5667,80.06,61,7,2.55,clear sky
154,Soweto,ZA,-26.2678,27.8585,65.77,89,10,5.03,clear sky
155,Ixtapa,MX,20.7,-105.2,64.26,81,59,2.21,broken clouds
156,Yaan,NG,7.3833,8.5667,75.31,14,7,9.24,clear sky
157,Montagnana,IT,45.2287,11.4635,44.74,87,71,4.74,broken clouds
158,Constitucion,CL,-35.3333,-72.4167,58.3,93,55,5.82,broken clouds
159,Svay Rieng,KH,11.0879,105.7993,87.19,52,63,9.19,broken clouds
160,Coquimbo,CL,-29.9533,-71.3436,64.13,82,20,3.44,few clouds
161,Port Macquarie,AU,-31.4333,152.9167,75.88,60,55,18.61,broken clouds
162,Truth Or Consequences,US,33.1284,-107.2528,26.91,63,0,5.75,clear sky
163,Kruisfontein,ZA,-34.0033,24.7314,63.88,75,79,9.17,broken clouds
164,Viransehir,TR,37.2353,39.7631,39.78,86,87,8.43,overcast clouds
165,Mattru,SL,7.6244,-11.8332,70.25,97,2,1.68,clear sky
166,Ahuimanu,US,21.4447,-157.8378,80.31,63,20,1.99,few clouds
167,Raudeberg,NO,61.9875,5.1352,38.07,94,100,8.01,overcast clouds
168,Lukovetskiy,RU,64.2956,41.9211,-2.22,100,91,1.12,overcast clouds
169,Pisco,PE,-13.7,-76.2167,69.85,73,0,9.22,clear sky
170,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,81,100,11.54,overcast clouds
171,Georgetown,MY,5.4112,100.3354,89.53,74,20,3.0,few clouds
172,Vacaria,BR,-28.5122,-50.9339,64.98,90,67,12.35,broken clouds
173,Itarema,BR,-2.9248,-39.9167,77.58,87,79,10.07,broken clouds
174,Iqaluit,CA,63.7506,-68.5145,-7.87,59,75,6.91,light snow
175,Sur,OM,22.5667,59.5289,70.2,43,0,2.93,clear sky
176,Rocha,UY,-34.4833,-54.3333,70.23,97,100,7.58,light rain
177,Araouane,ML,18.9048,-3.5265,61.72,13,0,10.92,clear sky
178,Vista Hermosa,MX,19.5167,-99.2167,63.55,47,40,3.87,scattered clouds
179,Mirnyy,RU,62.5353,113.9611,-3.06,96,89,1.5,overcast clouds
180,Ouadda,CF,8.0777,22.4007,66.31,25,54,5.73,broken clouds
181,Benguela,AO,-12.5763,13.4055,73.83,76,98,2.57,overcast clouds
182,Kargasok,RU,59.0556,80.8572,16.02,86,100,14.07,overcast clouds
183,Taoudenni,ML,22.6783,-3.9836,60.64,21,27,8.97,scattered clouds
184,Yar-Sale,RU,66.8333,70.8333,-2.09,98,98,4.79,overcast clouds
185,Waingapu,ID,-9.6567,120.2641,87.78,64,53,14.0,broken clouds
186,Chadiza,ZM,-14.0678,32.4392,64.8,94,100,2.1,overcast clouds
187,Sarangani,PH,5.4033,125.4636,79.56,83,98,21.72,moderate rain
188,Srivardhan,IN,18.0333,73.0167,76.5,56,72,6.13,broken clouds
189,Castro,BR,-24.7911,-50.0119,64.17,98,100,4.05,overcast clouds
190,Barcelos,PT,41.5388,-8.6151,51.94,76,100,0.18,overcast clouds
191,Castlegar,CA,49.2998,-117.6689,25.48,98,94,1.97,overcast clouds
192,Masindi,UG,1.6744,31.715,68.9,43,97,3.2,overcast clouds
193,Polson,US,47.6936,-114.1632,20.77,76,100,1.74,overcast clouds
194,Okahandja,NA,-21.9833,16.9167,69.84,42,98,8.39,overcast clouds
195,Bengkulu,ID,-3.8004,102.2655,80.4,76,97,2.73,overcast clouds
196,Weatherford,US,32.7593,-97.7972,18.32,85,89,16.13,overcast clouds
197,Blankenberge,BE,51.3131,3.1323,47.01,85,100,3.0,overcast clouds
198,Talnakh,RU,69.4865,88.3972,-13.67,99,78,7.09,broken clouds
199,Bafq,IR,31.6128,55.4107,52.27,20,0,7.85,clear sky
200,Los Algarrobos,PA,8.5,-82.4333,77.41,89,40,0.0,scattered clouds
201,Nishihara,JP,26.1842,127.7558,63.68,92,100,10.36,drizzle
202,Longyearbyen,SJ,78.2186,15.6401,15.64,73,75,6.91,broken clouds
203,Evensk,RU,61.95,159.2333,15.57,46,31,23.58,scattered clouds
204,Egvekinot,RU,66.3167,-179.1667,-7.29,73,1,17.96,clear sky
205,Gamba,GA,-2.65,10.0,73.81,89,100,3.09,overcast clouds
206,San Carlos De Bariloche,AR,-41.1456,-71.3082,58.75,55,40,4.61,scattered clouds
207,Pedernales,DO,18.0384,-71.744,75.79,72,10,3.96,clear sky
208,Norman Wells,CA,65.282,-126.8329,-43.56,66,0,0.0,clear sky
209,Vanderhoof,CA,54.0166,-124.0198,23.83,99,100,1.79,overcast clouds
210,Nouadhibou,MR,20.931,-17.0347,69.78,37,21,9.22,dust
211,Yelizovo,RU,53.1873,158.3805,32.14,47,75,13.42,broken clouds
212,Port Hedland,AU,-20.3167,118.5667,96.85,38,83,17.27,broken clouds
213,Talaya,RU,61.3833,152.75,-14.44,95,47,5.73,scattered clouds
214,Ribeira Grande,PT,38.5167,-28.7,58.44,75,100,18.05,overcast clouds
215,Moerai,PF,-22.4333,-151.3333,79.47,78,99,17.31,overcast clouds
216,Lagoa,PT,39.05,-27.9833,57.67,76,100,11.3,overcast clouds
217,Boa Vista,BR,2.8197,-60.6733,82.38,61,0,11.5,clear sky
218,Plettenberg Bay,ZA,-34.0527,23.3716,63.07,82,100,4.72,light rain
219,Komsomolskiy,UZ,40.4272,71.7189,36.82,80,2,2.3,clear sky
220,Charleston,US,32.7766,-79.9309,69.03,88,40,3.0,scattered clouds
221,Qaqortoq,GL,60.7167,-46.0333,25.3,95,100,13.44,snow
222,Port Lincoln,AU,-34.7333,135.8667,68.34,55,37,14.23,scattered clouds
223,Carmen,MX,18.6333,-91.8333,77.38,84,2,4.47,clear sky
224,Tiksi,RU,71.6872,128.8694,-11.81,100,100,6.02,overcast clouds
225,Iwanai,JP,42.9744,140.5089,24.82,89,100,15.12,snow
226,Necochea,AR,-38.5473,-58.7368,65.03,95,78,7.16,broken clouds
227,San Quintin,MX,30.4833,-115.95,56.08,66,0,3.98,clear sky
228,Mecca,SA,21.4267,39.8261,70.12,88,44,5.14,scattered clouds
229,Mufumbwe,ZM,-13.6833,24.8,63.75,98,100,5.14,light rain
230,Isheyevka,RU,54.4167,48.2667,29.71,99,100,6.38,snow
231,Brae,GB,60.3964,-1.353,37.31,71,83,35.84,broken clouds
232,Bethel,US,41.3712,-73.414,49.66,93,100,6.91,light rain
233,Clarksville,US,36.5298,-87.3595,32.68,90,100,1.01,overcast clouds
234,Bestobe,KZ,52.4994,73.0975,8.65,80,38,11.43,scattered clouds
235,Pitimbu,BR,-7.4706,-34.8086,79.39,75,97,12.39,overcast clouds
236,Kaitangata,NZ,-46.2817,169.8464,49.35,95,100,2.98,light rain
237,Atambua,ID,-9.1061,124.8925,80.29,75,61,7.47,broken clouds
238,Elmira,US,42.0898,-76.8077,29.01,92,100,5.75,mist
239,Cayenne,GF,4.9333,-52.3333,79.09,90,75,1.01,broken clouds
240,Ler,SS,8.3018,30.1418,74.95,26,42,3.91,scattered clouds
241,Kaniama,CD,-7.5667,24.1833,63.63,98,99,1.97,overcast clouds
242,Grand Gaube,MU,-20.0064,57.6608,81.37,83,100,10.0,overcast clouds
243,Tinskoy,RU,56.1525,96.9161,11.46,82,100,6.51,overcast clouds
244,Farafangana,MG,-22.8167,47.8333,76.98,88,99,12.8,light rain
245,La Rioja,ES,42.25,-2.5,41.31,53,93,4.65,overcast clouds
246,Gat,IL,31.61,34.7642,52.39,1,9,13.67,clear sky
247,Lugovskoy,RU,56.9585,64.529,28.62,97,100,8.72,light snow
248,Faya,SA,18.3851,42.4509,51.91,52,5,3.06,clear sky
249,Chumikan,RU,54.7183,135.315,3.04,75,100,15.5,overcast clouds
250,Sidareja,ID,-7.4846,108.7923,91.78,53,52,1.54,broken clouds
251,Nikolskoye,RU,59.7035,30.7861,-0.09,100,100,2.84,overcast clouds
252,Riyadh,SA,24.6877,46.7219,57.34,36,25,4.92,scattered clouds
253,Hithadhoo,MV,-0.6,73.0833,81.73,74,100,10.11,overcast clouds
254,Kiri Buru,IN,22.0833,85.35,66.33,83,99,6.24,overcast clouds
255,Port Augusta,AU,-32.5,137.7667,85.71,27,0,11.54,clear sky
256,Maningrida,AU,-12.0667,134.2667,87.46,60,100,12.95,overcast clouds
257,Rio Gallegos,AR,-51.6226,-69.2181,46.45,61,75,10.36,broken clouds
258,San Patricio,US,28.017,-97.5169,35.83,75,74,16.15,broken clouds
259,Kalabo,ZM,-14.97,22.6814,65.88,97,100,3.94,light rain
260,Tabou,CI,4.423,-7.3528,77.47,85,13,2.1,light rain
261,Tsalenjikha,GE,42.6044,42.0682,34.02,70,100,3.02,overcast clouds
262,Palmer,US,42.1584,-72.3287,47.46,88,100,5.75,light rain
263,Dukat,RU,62.55,155.55,-9.0,72,12,9.08,few clouds
264,Quang Ngai,VN,15.1167,108.8,73.26,80,93,9.62,overcast clouds
265,Geraldton,AU,-28.7667,114.6,106.21,10,0,8.05,clear sky
266,Acapulco,MX,16.8634,-99.8901,78.62,73,0,6.91,clear sky
