City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
267,Te Anau,NZ,-45.4167,167.7167,48.38,97,100,3.69,moderate rain
268,Marang,MY,5.2056,103.2059,82.31,79,100,7.99,overcast clouds
269,Esqueda,MX,30.7167,-109.5833,38.75,19,0,7.58,clear sky
270,Bandarbeyla,SO,9.4942,50.8122,73.51,68,4,13.02,clear sky
271,Dehloran,IR,32.6941,47.2679,60.35,39,88,11.56,overcast clouds
272,Troitsko-Pechorsk,RU,62.7084,56.1964,12.43,96,100,5.03,overcast clouds
273,Kaeo,NZ,-35.1,173.7833,78.33,81,96,9.4,overcast clouds
274,Colares,PT,38.7992,-9.4469,56.34,76,100,1.01,overcast clouds
275,Mangrol,IN,21.1167,70.1167,67.32,37,9,3.49,clear sky
276,Puerto Del Rosario,ES,28.5004,-13.8627,67.68,59,99,4.61,overcast clouds
277,Vakhrushevo,RU,55.2317,61.7173,25.18,68,40,11.18,scattered clouds
278,Bay Roberts,CA,47.5999,-53.2648,39.51,89,100,8.01,overcast clouds
279,Balakhta,RU,55.38,91.6,-0.83,95,99,1.72,overcast clouds
280,Faanui,PF,-16.4833,-151.75,81.32,71,2,15.26,clear sky
281,Mumford,GH,5.2618,-0.759,78.44,84,13,3.78,light rain
282,Bredasdorp,ZA,-34.5322,20.0403,58.32,77,100,3.44,overcast clouds
283,Markova,UA,48.6758,24.4138,22.46,88,100,7.07,overcast clouds
284,Saint-Georges,GD,12.0564,-61.7485,76.68,83,20,5.75,few clouds
285,Sao Filipe,CV,14.8961,-24.4956,72.36,76,0,7.74,clear sky
286,Banjar,ID,-8.19,114.9675,80.46,61,87,5.32,overcast clouds
287,Thurso,GB,58.5927,-3.5259,35.55,66,65,28.3,light snow
288,Alice Springs,AU,-23.7,133.8833,78.35,36,98,14.97,overcast clouds
289,Victoria,HK,22.2855,114.1577,62.26,73,63,1.99,broken clouds
290,Apache Junction,US,33.4151,-111.5496,49.08,24,0,1.01,clear sky
291,Pyshma,RU,56.9523,63.2513,28.89,96,100,10.04,light snow
292,Mackay,AU,-21.15,149.2,81.68,78,75,14.97,broken clouds
293,Bathurst,AU,-33.4166,149.5806,71.96,41,5,5.99,clear sky
294,Xudat,AZ,41.631,48.681,41.07,79,72,2.93,broken clouds
295,Sistranda,NO,63.7256,8.834,34.9,90,100,21.61,overcast clouds
296,Harper,LR,4.375,-7.7169,77.18,85,16,2.17,light rain
297,Batagay,RU,67.6333,134.6333,-28.53,98,63,0.87,broken clouds
298,Kavieng,PG,-2.5744,150.7967,83.73,71,64,6.93,broken clouds
299,Senneterre,CA,48.3835,-77.2328,-16.38,98,42,3.0,scattered clouds
300,Fortuna,US,40.5982,-124.1573,46.18,91,0,0.0,clear sky
301,Aswan,EG,24.0934,32.907,52.3,39,0,9.06,clear sky
302,Grand Forks,US,47.9417,-97.4337,-3.21,77,100,17.27,overcast clouds
303,Dolores,AR,-36.3132,-57.6792,63.46,94,1,4.76,clear sky
304,Luwuk,ID,-0.9516,122.7875,88.97,58,99,1.99,overcast clouds
305,Caxito,AO,-8.5785,13.6643,72.41,86,100,3.65,overcast clouds
306,Broken Hill,AU,-31.95,141.4333,73.11,28,0,17.27,clear sky
307,Navalmoral De La Mata,ES,39.8916,-5.5406,50.95,71,95,3.71,overcast clouds
308,New Plymouth,NZ,-39.0667,174.0833,78.57,73,30,9.66,scattered clouds
309,Conde,BR,-7.2597,-34.9075,78.26,83,20,5.75,few clouds
310,Akhty,RU,41.4597,47.7312,39.36,31,57,5.61,broken clouds
311,Mayo,US,38.8876,-76.5119,60.78,94,100,4.0,overcast clouds
312,Bac Lieu,VN,9.285,105.7244,86.16,58,17,24.79,few clouds
313,Port-Gentil,GA,-0.7193,8.7815,79.54,79,100,6.35,overcast clouds
